x1cam1,y1cam1,x2cam1,y2cam1,frame,id,x_gp3,y_gp3,absolute_diff_x,absolute_diff_y
25.8693127020457,71.00375037580409,29.791533640781505,63.3458575665407,500,0,25.8693127020457,63.3458575665407,3.922220938735805,7.657892809263387
26.6954575676464,38.283426296246695,31.7457734321589,31.4503513398691,500,1,26.6954575676464,31.4503513398691,5.050315864512498,6.833074956377594
33.5410471894274,64.3190600407331,30.1203125919772,60.2528002796503,500,2,30.1203125919772,60.2528002796503,3.4207345974502026,4.066259761082804
33.04086476324141,73.927872292327,38.0896777752657,76.8543572780199,500,3,33.04086476324141,73.927872292327,5.04881301202429,2.926484985692909
34.03822064040511,48.0490395738218,40.39177929044651,53.9025786525217,500,4,34.03822064040511,48.0490395738218,6.3535586500414,5.853539078699896
41.2035582331962,58.9433734332368,43.15920286570601,55.2023230650625,500,5,41.2035582331962,55.2023230650625,1.9556446325098094,3.7410503681742995
46.0896386020984,46.5868202440914,49.017393201456,52.76241934338321,500,6,46.0896386020984,46.5868202440914,2.9277545993576055,6.175599099291809
45.89733767860881,11.0979175906125,47.6919311758958,14.1985579089075,500,7,45.89733767860881,11.0979175906125,1.7945934972869964,3.1006403182949995
49.6928078402575,17.3642138888881,58.05108424977311,21.478728686198604,500,8,49.6928078402575,17.3642138888881,8.35827640951561,4.114514797310505
46.7968845915037,9.90060080611602,55.1577122006143,9.755186997993292,500,9,46.7968845915037,9.755186997993292,8.3608276091106,0.14541380812272742
49.8505085032556,23.297941655059702,58.204085721551806,23.912045733164504,500,10,49.8505085032556,23.297941655059702,8.35357721829621,0.6141040781048019
53.9623055360971,48.80830322414621,55.327062260811005,56.39316215965351,500,11,53.9623055360971,48.80830322414621,1.3647567247139065,7.584858935507299
64.942813015361,19.9145288904428,68.3589607306716,15.3499335993951,500,12,64.942813015361,15.3499335993951,3.4161477153106006,4.564595291047699
75.1849591578373,27.2403255883515,79.0894315678733,25.7725218035425,500,13,75.1849591578373,25.7725218035425,3.904472410036007,1.467803784809
75.5035029576579,46.10030451944271,78.42918147046761,51.13694275029741,500,14,75.5035029576579,46.10030451944271,2.9256785128097107,5.036638230854699
75.8284369959568,49.6745223136326,78.4293573170864,44.9626161267121,500,15,75.8284369959568,44.9626161267121,2.6009203211295926,4.711906186920501
79.89470090033771,38.136122235550005,84.12470146084881,36.670517077263206,500,16,79.89470090033771,36.670517077263206,4.230000560511101,1.4656051582867988
82.19167338902452,15.0149367136267,87.4064807298187,11.7477179686459,500,17,82.19167338902452,11.7477179686459,5.214807340794181,3.2672187449808003
91.9609191830685,17.61204647484,100.594866199466,21.349686351443,500,18,91.9609191830685,17.61204647484,8.6339470163975,3.7376398766030015
91.4466133675052,53.415067103858206,96.98659397180631,52.440822588369706,500,19,91.4466133675052,52.440822588369706,5.539980604301121,0.9742445154885004
95.54550057704893,79.4655571890184,103.042575961382,78.00756447487711,500,20,95.54550057704893,78.00756447487711,7.497075384333073,1.4579927141412838
97.8012940734457,49.838320820234,105.467621710036,48.2113678561449,500,21,97.8012940734457,48.2113678561449,7.666327636590296,1.6269529640890994
98.9630703127632,22.492263678455306,106.948863145967,26.882201359871203,500,22,98.9630703127632,22.492263678455306,7.985792833203803,4.389937681415898
101.411455626539,77.35397126487901,102.221668739792,72.95561007659039,500,23,101.411455626539,72.95561007659039,0.810213113252999,4.398361188288618
102.865794351706,65.3012756633591,111.186943846102,67.4254635121835,500,24,102.865794351706,65.3012756633591,8.321149494395996,2.1241878488243913
25.93022298172,71.2480367339853,29.7717307837322,62.6947035293741,501,0,25.93022298172,62.6947035293741,3.841507802012199,8.5533332046112
31.521988579471703,31.857157853377004,26.267580021947705,38.8935863552201,501,1,26.267580021947705,31.857157853377004,5.254408557523998,7.036428501843098
30.0996136071712,60.6597226726988,33.846394970489904,64.64432331831861,501,2,30.0996136071712,60.6597226726988,3.7467813633187035,3.984600645619814
33.4691077297173,73.6829560822245,38.59909101842601,76.690741427683,501,3,33.4691077297173,73.6829560822245,5.129983288708708,3.007785345458487
34.384634518212096,48.9436392772522,42.1627685249041,53.17038826088961,501,4,34.384634518212096,48.9436392772522,7.778134006692007,4.226748983637407
41.34575481512751,59.3905525609234,44.603735098131,55.20177871385901,501,5,41.34575481512751,55.20177871385901,3.2579802830034836,4.188773847064397
45.9065040276079,45.9366586809152,49.647635966790496,52.477907007089904,501,6,45.9065040276079,45.9366586809152,3.741131939182594,6.541248326174703
47.794256165533305,14.7286459191246,45.7141557131468,11.1385036913816,501,7,45.7141557131468,11.1385036913816,2.080100452386503,3.5901422277430015
57.0450839267172,21.5542599847329,48.87542486934311,16.9067741657049,501,8,48.87542486934311,16.9067741657049,8.16965905737409,4.647485819028002
46.2080442661506,10.2807516525954,54.75832805069021,9.10753025312606,501,9,46.2080442661506,9.10753025312606,8.550283784539609,1.173221399469341
49.8313391142713,23.1078224018918,58.41270941347071,23.6080371318821,501,10,49.8313391142713,23.1078224018918,8.581370299199406,0.5002147299903008
54.2847731549914,48.8841470107028,55.1183457225617,56.6587338451212,501,11,54.2847731549914,48.8841470107028,0.8335725675703003,7.7745868344184
68.5826432988193,15.3906524245237,64.7192197733126,20.3218912623317,501,12,64.7192197733126,15.3906524245237,3.863423525506704,4.931238837807999
77.5639847938017,26.3841967780811,75.0833270138882,27.240382040149,501,13,75.0833270138882,26.3841967780811,2.4806577799135,0.8561852620678998
78.6933043373684,50.56827195774031,75.442566676375,46.01907563356241,501,15,75.442566676375,46.01907563356241,3.2507376609934084,4.549196324177899
