,action_0_ratio,action_1_ratio,action_2_ratio,action_3_ratio,action_4_ratio,false_positives,false_negatives,mismatch_errrors,cost_penalty,approx_kl
32,0.12585830212234705,0.12390761548064919,0.2247191011235955,0.1843008739076155,0.3412141073657928,4179.0,31244.0,19616.0,3335.8852574825287,-0.03931781277060509
33,0.12015798268266747,0.11537293027495063,0.21737809509342246,0.18935135956250948,0.35773963238644996,4036.0,30752.0,18955.0,3490.8517109155655,-0.04034026712179184
34,0.11258917954815696,0.11660225921521998,0.22614447086801426,0.17806183115338883,0.36660225921522,4219.0,30645.0,18444.0,3572.1241007447243,-0.03983098641037941
35,0.11508913254270157,0.11300067129111659,0.22279406280301334,0.17207428955023496,0.37704184381293354,4059.0,30537.0,18258.0,3546.0263001322746,-0.04114316776394844
36,0.1086654478976234,0.10347349177330896,0.22062157221206583,0.16994515539305302,0.3972943327239488,4262.0,30466.0,18155.0,3629.330619633198,-0.04267510399222374
37,0.10325501185600344,0.10332686642236114,0.22526406553136452,0.16806783071064166,0.40008622547962924,4289.0,30251.0,17503.0,3687.081114202738,-0.04312397539615631
38,0.097702353516307,0.09407081500104755,0.23123123123123124,0.1657937006774216,0.4112018995739926,4352.0,29911.0,16922.0,3808.170764505863,-0.043227676302194595
39,0.0997208653175157,0.09057920446615492,0.230844382414515,0.15422191207257502,0.42463363572923934,4301.0,29851.0,17421.0,3839.201887100935,-0.04376131296157837
40,0.09294272456541312,0.09204238520673177,0.22473855530161368,0.15001038853106172,0.44026594639517974,4438.0,29882.0,16897.0,3832.4175730347633,-0.0431685745716095
41,0.09176960257787325,0.0814312567132116,0.226906552094522,0.14876476906552094,0.45112781954887216,4562.0,29548.0,16679.0,4012.698658376932,-0.04520096629858017
42,0.08994386961520254,0.08054372083586935,0.2266856022181646,0.1435720565361466,0.4592547507946169,4454.0,29548.0,16628.0,3965.498874217272,-0.044519875198602676
43,0.08558499475341029,0.07902675760755509,0.23084994753410285,0.137001573976915,0.4675367261280168,4611.0,29239.0,16046.0,4100.573673963547,-0.04563778266310692
44,0.07781850922888932,0.08624348832722362,0.22200784616374045,0.13685767573477395,0.4770724805453727,4628.0,28957.0,15586.0,4154.980743944645,-0.045234646648168564
45,0.08090488297802986,0.07471151965577938,0.23182736814655452,0.13019101636351782,0.4823652128561184,4550.0,29085.0,15826.0,4143.393919378519,-0.04416104406118393
46,0.07105311978232638,0.07463978727351432,0.23529775524086327,0.12726485684249583,0.4917444808608002,4787.0,28494.0,14609.0,4409.670948475599,-0.04643905162811279
47,0.07397830474268416,0.07057265388496468,0.23997225025227042,0.12809031281533803,0.4873864783047427,4665.0,28687.0,15856.0,4271.9464475512505,-0.046234771609306335
48,0.07011274721212495,0.06721705378596513,0.24169798533670137,0.12525414330601933,0.4957180703591892,4794.0,28441.0,14595.0,4379.488730162382,-0.04411406069993973
49,0.06469147601696434,0.06504987754614419,0.24317543754853355,0.11875037333492623,0.5083328355534317,4941.0,28076.0,13936.0,4565.717124372721,-0.04327204450964928
50,0.06383869809740338,0.06144549479478282,0.25080770611463443,0.11517290893861433,0.5087351920545651,4810.0,27978.0,14264.0,4543.974415838718,-0.04464445635676384
51,0.06145284124194493,0.06256590509666081,0.24956063268892795,0.11218512009373169,0.5142355008787346,5008.0,27817.0,14244.0,4644.194187045097,-0.044129516929388046
52,0.054562180187431725,0.062323923417466794,0.25205542459610186,0.11199908008969126,0.5190593917093084,4888.0,27377.0,13246.0,4691.1335099339485,-0.04460162669420242
53,0.05411671567518661,0.05999773806831034,0.2552589911784664,0.10789414159692377,0.5227324134811129,5109.0,27303.0,13191.0,4805.281928837299,-0.04254346340894699
54,0.05585720887245841,0.053893253234750464,0.25941543438077636,0.10969269870609981,0.521141404805915,5057.0,27626.0,13441.0,4693.4509281516075,-0.0445142462849617
55,0.05220338983050848,0.05655367231638418,0.26322033898305086,0.10146892655367232,0.5265536723163842,4980.0,27151.0,12698.0,4840.606242060661,-0.04317055270075798
56,0.04694113120430935,0.056670147859066676,0.2584510526026494,0.1083383719012807,0.5295992964326939,5052.0,26736.0,12336.0,4963.702646046877,-0.0423336960375309
57,0.05143372204382852,0.05425046476254859,0.265787842938426,0.10129006816517379,0.5272379020900231,4973.0,27097.0,12818.0,4848.295248955488,-0.043261896818876266
58,0.04684694488274661,0.05332172588280102,0.2685673866913325,0.10033190053865824,0.5309320420044616,5203.0,26702.0,12454.0,5033.995487183332,-0.04276222735643387
59,0.04550911273600349,0.04845574593473753,0.2773109243697479,0.09483793517406963,0.5338862817854414,5059.0,26609.0,12358.0,5018.051997572184,-0.04128662869334221
60,0.0446618925271962,0.050128464439949706,0.27152462690646695,0.09539167987754879,0.5382933362488383,5167.0,26746.0,12067.0,5023.4180853664875,-0.04320160299539566
61,0.04251554793051684,0.04921724211880763,0.2765923225391379,0.09291228822646365,0.538762599185074,5232.0,26449.0,11877.0,5130.7580537498,-0.042168132960796356
62,0.04309183948289792,0.048909237813089146,0.27562617829248587,0.09528683005655804,0.537085914354969,5183.0,26494.0,11935.0,5058.915192335844,-0.041632987558841705
63,0.03920345239952166,0.04908230645245151,0.2834711173503874,0.09421307128373109,0.5340300525139083,5250.0,25888.0,11373.0,5291.593691200018,-0.040349964052438736
64,0.03915332881497315,0.045618059538084565,0.28429174704134297,0.08889004744278192,0.5420468171628173,5228.0,25921.0,11434.0,5288.905642896891,-0.042581405490636826
65,0.039359748097612175,0.04570978745736027,0.2829703489897665,0.08869063237995277,0.5432694830753083,5225.0,26045.0,11615.0,5221.853444337845,-0.04295004904270172
66,0.038834951456310676,0.043689320388349516,0.3001266357112706,0.0878535246939637,0.5294955677501055,5151.0,26078.0,11105.0,5193.108552247286,-0.042539969086647034
67,0.038068564908459106,0.046626212333385195,0.3014885120066387,0.08733986826409419,0.5264768424874229,5209.0,25803.0,11363.0,5265.863123625517,-0.04200576990842819
68,0.03730294989854846,0.04312990999427709,0.2940013526871651,0.0893814057541231,0.5361843816658862,5266.0,25912.0,10944.0,5222.7004526257515,-0.04236907884478569
69,0.03534228118360367,0.042027258123024304,0.30336321708037517,0.08877027517230658,0.5304969684406903,5359.0,25932.0,11483.0,5284.49825155735,-0.04473862424492836
70,0.03408277976494635,0.04174757281553398,0.31037301992846195,0.08589678078691876,0.527899846704139,5255.0,25546.0,10669.0,5325.318963050842,-0.038914069533348083
71,0.03441584967320262,0.042024101307189546,0.3101511437908497,0.08655024509803921,0.5268586601307189,5411.0,25703.0,11471.0,5283.556955873966,-0.04251944646239281
72,0.0317253149942272,0.04186536820440741,0.3130364941519,0.08418252095778324,0.5291903016916821,5358.0,25302.0,10868.0,5354.8779264986515,-0.04154875501990318
73,0.03215595638848415,0.04315932271516857,0.3133196000602924,0.08280158770034668,0.5285635331357081,5447.0,25412.0,10942.0,5384.990905106068,-0.04175383225083351
74,0.030001967342120794,0.04160928585481015,0.31679126500098365,0.08120204603580562,0.5303954357662798,5444.0,24982.0,9985.0,5520.81323865056,-0.03992832079529762
75,0.03185230269831609,0.03900385473726922,0.31553053357679045,0.0832318928788801,0.5303814161087441,5395.0,25549.0,10906.0,5369.756060600281,-0.04073932021856308
76,0.03002867059001056,0.04049092097982999,0.3208088124339822,0.08178663045118455,0.5268849655449928,5325.0,25311.0,10889.0,5396.242004841566,-0.042275961488485336
77,0.0283667202807428,0.04113661841399815,0.3249500414290588,0.08232197689720719,0.5232246429789931,5525.0,24881.0,10517.0,5531.402157843113,-0.037467110902071
78,0.028974776642479886,0.03978478700824325,0.3276568438718594,0.07917468779307962,0.5244089046843379,5487.0,25095.0,10649.0,5513.232169032097,-0.039449699223041534
79,0.02796415103579999,0.04010970174837161,0.32459963759243843,0.07772172976149665,0.5296047798618934,5526.0,24976.0,10531.0,5568.5507054924965,-0.03777269273996353
80,0.02801299724300906,0.03992713666797952,0.324389523434423,0.07557109098070107,0.5320992516738874,5527.0,25082.0,10379.0,5515.290377706289,-0.04098930209875107
81,0.02798196608840537,0.040086249142409096,0.3261785749289425,0.07473292168969911,0.5310202881505439,5508.0,24964.0,10309.0,5520.741772711277,-0.04220682010054588
82,0.025403264754177535,0.03636627064618951,0.32961460446247465,0.07746546894619917,0.5311503911909592,5572.0,24737.0,10042.0,5591.836236566305,-0.04093603417277336
83,0.025689313824907044,0.04041720990873533,0.33130522961031433,0.07180452943164807,0.5307837172243952,5440.0,24596.0,10010.0,5615.255765706301,-0.0388292521238327
84,0.025857087827426812,0.036691063174114025,0.3320493066255778,0.07400808936825885,0.5313944530046225,5557.0,24647.0,10210.0,5583.321307003498,-0.03988003358244896
85,0.025131758735116142,0.03801483505758345,0.33071442514151866,0.07349209447589303,0.5326468865898888,5480.0,24858.0,10543.0,5498.176611512899,-0.0406421422958374
86,0.02437849296588938,0.03830217768356138,0.33431296974368857,0.07260551165927924,0.5304008479475815,5560.0,24682.0,9874.0,5617.234584480524,-0.03932153061032295
87,0.023545176110260337,0.03608346094946401,0.33614088820826954,0.07422473200612557,0.5300057427258805,5708.0,24681.0,10296.0,5642.328770458698,-0.04050952568650246
88,0.02285795751556337,0.03773226251009837,0.3321294492230195,0.07028465522976762,0.5369956755215511,5614.0,24435.0,9677.0,5679.632902950048,-0.03719900920987129
89,0.02196657671732235,0.03569568716564882,0.33290725749183353,0.07172276665246415,0.5377077119727312,5629.0,24370.0,9657.0,5757.632448583841,-0.038701433688402176
90,0.021999246278500095,0.03584887883926889,0.33253250423968345,0.07165065008479367,0.5379687205577539,5586.0,24233.0,9475.0,5708.9670548141,-0.039717163890600204
91,0.022993430448443302,0.03860801675711702,0.33690374178806054,0.07193182900123773,0.5295629820051414,5530.0,24394.0,9933.0,5679.796168237925,-0.03928765654563904
92,0.02353896103896104,0.037337662337662336,0.34420359052711996,0.07085561497326204,0.5240641711229946,5616.0,24540.0,9996.0,5667.327164411545,-0.040154293179512024
93,0.022689593103121596,0.03742124958552413,0.3407228459097153,0.07356354507128984,0.5256027663303491,5604.0,24357.0,9686.0,5689.154738903046,-0.03912770003080368
94,0.020338038632986628,0.03552191679049034,0.3411961367013373,0.06932578008915305,0.5336181277860327,5604.0,23933.0,9197.0,5795.870413988829,-0.03988420590758324
95,0.02258629669965434,0.03461338131540319,0.3450447464368578,0.06752213646479474,0.5302334390832899,5503.0,24253.0,9984.0,5604.85758087039,-0.03941398486495018
96,0.01977980966598246,0.0355010263108789,0.33942899794737824,0.06983579025937675,0.5354543758163837,5541.0,23967.0,9473.0,5738.82369980216,-0.03995608538389206
97,0.02132435465768799,0.03717732884399551,0.3487654320987654,0.06677890011223345,0.5259539842873177,5591.0,24071.0,9542.0,5799.177196800709,-0.03924502059817314
98,0.019887551693694532,0.035082012917615354,0.35788299800195156,0.06830537614423121,0.5188420612425073,5582.0,23927.0,9622.0,5741.3105456233025,-0.036976974457502365
99,0.019899563523724597,0.03426104097245037,0.3555169662552213,0.0684282160792228,0.521894213169381,5612.0,24178.0,9711.0,5773.677079439163,-0.04064364358782768
