,action_0_ratio,action_1_ratio,action_2_ratio,action_3_ratio,action_4_ratio,false_positives,false_negatives,mismatch_errrors,cost_penalty,approx_kl
0,0.17684271062973259,0.21125275567909518,0.19361640946995112,0.22668455861209624,0.1916035656091249,3348.0,32803.0,23389.0,2594.995180338621,-0.00289885513484478
1,0.1803417996412048,0.20677934094986308,0.18562930790293647,0.2331224624681333,0.19412708903786233,3415.0,32711.0,22467.0,2605.132789194584,-0.004283335991203785
2,0.17774297739062347,0.20837819320739942,0.19252226681021825,0.22756190662621123,0.19379465596554762,3350.0,33022.0,23810.0,2551.4707234203815,-0.004993518814444542
3,0.1755485893416928,0.20262182958107722,0.19312244704094234,0.23339982901111428,0.19530730502517335,3425.0,32785.0,23069.0,2632.350688815117,-0.005636280402541161
4,0.18094965128499094,0.1943250214961307,0.19843317091812362,0.234928823922805,0.19136333237794975,3446.0,32866.0,22866.0,2593.2213600575924,-0.007279470097273588
5,0.1749904689287076,0.21082729698818148,0.1928135722455204,0.22588638963019445,0.1954822722073961,3342.0,32741.0,23172.0,2615.46513825655,-0.008157839998602867
6,0.1726068296323941,0.21030042918454936,0.19574547490203395,0.22709460720283636,0.19425265907818623,3526.0,32698.0,22728.0,2684.2674268186092,-0.009020422585308552
7,0.17158252977878616,0.20845150311968236,0.1937984496124031,0.23028927963698242,0.19587823785214598,3516.0,32827.0,23215.0,2622.2561635077,-0.009544511325657368
8,0.17092264678471575,0.2082013047530289,0.19934762348555451,0.2282385834109972,0.19328984156570364,3501.0,32656.0,22857.0,2687.398339599371,-0.010327872820198536
9,0.16120635490530474,0.20536756126021002,0.2061753882057266,0.237949914729378,0.18930078089938066,3624.0,32370.0,22130.0,2784.1456541717052,-0.011428209953010082
10,0.1599818922589407,0.2088727931190584,0.2025350837483024,0.22888184698958805,0.19972838388411046,3659.0,32506.0,22694.0,2770.835169017315,-0.012925183400511742
11,0.16034698622786622,0.20515113575389018,0.19871221606152745,0.2332319799678054,0.20255768198891075,3674.0,32383.0,22577.0,2845.5238865613937,-0.014460454694926739
12,0.1584401897066573,0.20112418759880554,0.20209028631652906,0.23344458106446514,0.20490075531354296,3593.0,32092.0,21755.0,2838.2828209400177,-0.01562594622373581
13,0.15667501789549035,0.19640300644237652,0.20374015748031496,0.23514674302075877,0.2080350751610594,3579.0,32286.0,21754.0,2787.5865270495415,-0.017624715343117714
14,0.16211541962497725,0.1946113235026397,0.20689969051520116,0.23156744948115784,0.20480611687602404,3615.0,32520.0,22594.0,2792.4317675828934,-0.01827900856733322
15,0.15775726971965873,0.1952812119101515,0.21365140170642521,0.23193452899181613,0.20137558767194846,3740.0,32146.0,21606.0,2875.8097822368145,-0.020789392292499542
16,0.15452961672473867,0.19939024390243903,0.20871080139372822,0.23153310104529617,0.2058362369337979,3775.0,32185.0,21480.0,2929.132941633463,-0.021239735186100006
17,0.1498415960270571,0.19213973799126638,0.21568627450980393,0.22870108742186832,0.21363130405000427,3791.0,31998.0,21630.0,2942.637997686863,-0.024124370887875557
18,0.14995273695969752,0.18423992437913553,0.21646472458537425,0.23064363667611928,0.21869897739967345,3683.0,31935.0,21345.0,2980.7538446187973,-0.025479331612586975
19,0.14679531357684356,0.18039283252929014,0.22544796691936594,0.23130599586492073,0.2160578911095796,3713.0,31995.0,21278.0,2968.068926155567,-0.024896539747714996
20,0.15196461098100442,0.1806748200190823,0.21198716280683494,0.23115621476277215,0.2242171914303062,3733.0,32088.0,21819.0,2908.2879339158535,-0.026650162413716316
21,0.14929894408862732,0.1808897351566557,0.21594253072528993,0.2211355374761987,0.23273325255322833,3722.0,32047.0,21882.0,2944.9493293464184,-0.027520157396793365
22,0.15039645323556997,0.16369681984823942,0.20999232671156962,0.22320743456390144,0.2527069656407196,3768.0,31922.0,20758.0,2982.8900876641273,-0.030069777742028236
23,0.14856257531416767,0.1698226889309692,0.20433809605784128,0.22258564296780858,0.2546909967292133,3725.0,31989.0,21267.0,2941.779711574316,-0.03173227235674858
24,0.14992272024729522,0.16177228232869656,0.2098574617894556,0.21629744118152155,0.26215009445303106,3780.0,32018.0,21273.0,2940.8442309498787,-0.03297989070415497
25,0.14221997812000337,0.15383320710258352,0.2216611966675082,0.21358242867962635,0.26870318943027854,3723.0,31722.0,20911.0,3063.44107863307,-0.03328520804643631
26,0.14116567997998833,0.15008755107145835,0.2158759276244476,0.21312432252147087,0.27974651880263485,3894.0,31783.0,20786.0,3059.380601912737,-0.033437639474868774
27,0.13608936725375081,0.14913568166992824,0.21828114807566862,0.20743639921722112,0.2890574037834312,3948.0,31570.0,20536.0,3171.422742575407,-0.0349581353366375
28,0.13328536019828896,0.14192052450627649,0.22299512273127048,0.20316622691292877,0.2986327656512353,3958.0,31338.0,19758.0,3209.4823598861694,-0.03416222333908081
29,0.12790974815285613,0.14221021689044253,0.22523238261698578,0.19679033923889727,0.3078573131008183,3948.0,31244.0,19797.0,3213.48676943779,-0.03554004058241844
30,0.1269891536695432,0.13142269020663447,0.2193808882907133,0.19935080357849735,0.3228564642546117,3931.0,31189.0,19896.0,3325.8604926764965,-0.036736272275447845
31,0.12623352017052183,0.1263914107523486,0.2215994315939054,0.19444225151969685,0.3313333859635273,4041.0,31255.0,19679.0,3262.352619320154,-0.03826937824487686
